name,description,WKT
"пер. Дурицкого","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дурицкого</font></h2></th></tr><tr><th>Другие названия</th><td>Безымянный</td></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3000</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Аманауз (р.Псыш, р.Зеленчук Бол.) - р.Бурная (р.Бол.Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;26'&nbsp;31.98'' N<br />41&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;16.62'' E</td></tr><tr><th>Описаний</th><td>29, в т.ч. 19 технических, 22 с фото</td></tr><tr><th>Номер</th><td>3403</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3403'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.121283333333 43.442216666667 0)"
"пер. Дышь","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дышь</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3350</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Рцывашки - р.Псыгансу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;46.31'' N<br />43&deg;&nbsp;28'&nbsp;&nbsp;&nbsp;0.66'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3845</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3845'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.46685 43.02953 0)"
"пер. Дьорт","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дьорт</font></h2></th></tr><tr><th>Другие названия</th><td>D&#246;rt</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3286</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Аксу (оз. Аксу) – ущ. Дьорт</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;39'&nbsp;29.64'' N<br />40&deg;&nbsp;51'&nbsp;29.6'' E</td></tr><tr><th>Номер</th><td>13671</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13671'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.858221944444 40.658233055556 0)"
"пер. Еди","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Еди</font></h2></th></tr><tr><th>Другие названия</th><td>Yedi</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3217</td></tr><tr><th>Характер склонов</th><td>осыпной</td></tr><tr><th>Соединяет</th><td>ущ. Кючюк Овит – плато Едигёлер</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;38'&nbsp;32.71'' N<br />40&deg;&nbsp;52'&nbsp;42.74'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>13520</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13520'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.87854 40.64242 0)"
"пер. Ели","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ели</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3461</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Лассиль (р.Ингури) - р.Цильдра (р.Аршира, р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;54'&nbsp;32.62'' N<br />42&deg;&nbsp;45'&nbsp;21.54'' E</td></tr><tr><th>Номер</th><td>3771</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3771'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.755984 42.909061 0)"
"пер. Заин","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Заин</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3072</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>пр.исток р.Чандыри (р.Кенхи, р.Шароаргун) - р.Гадери (р.Андийское Койсу)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;34'&nbsp;13.42'' N<br />45&deg;&nbsp;57'&nbsp;51.89'' E</td></tr><tr><th>Номер</th><td>2489</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2489'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.964415 42.570395 0)"
"пер. Зандарьяки","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зандарьяки</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2753</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>ЛП р.Квешхи (р.Хаишура, р.Ингури) - р.Хыби (р.Скурчали, р.Магана, р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;50'&nbsp;34.84'' N<br />42&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;19.56'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>12263</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12263'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.155432 42.84301 0)"
"пер. Заноза","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Заноза</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2235</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>летовка Чадыролугу - пр.исток р.Аджиман</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;43'&nbsp;37.8'' N<br />35&deg;&nbsp;13'&nbsp;37.5'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>13712</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13712'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.227083 37.727167 0)"
"пер. Заозерный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Заозерный</font></h2></th></tr><tr><th>Другие названия</th><td>Простой</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2700</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Уруп Мал. - р.Чилик (р.Кяфар)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;40'&nbsp;&nbsp;&nbsp;3.33'' N<br />41&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;59.26'' E</td></tr><tr><th>Описаний</th><td>4 технических,  с фото</td></tr><tr><th>Номер</th><td>10276</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10276'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.066461111111 43.667591666667 0)"
"пер. Заячьи ушки","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Заячьи ушки</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3094</td></tr><tr><th>Характер склонов</th><td>ос-сн</td></tr><tr><th>Соединяет</th><td>р.Кышлаусу (р.Псыш, р.Зеленчук Бол.) - р.Чучхурка (р.Кизгыч-Баш)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;24'&nbsp;42'' N<br />41&deg;&nbsp;14'&nbsp;51'' E</td></tr><tr><th>Описаний</th><td>23, в т.ч. 13 технических, 21 с фото</td></tr><tr><th>Номер</th><td>3415</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3415'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.2475 43.411666666667 0)"
"пер. Зеленый","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зеленый</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Уллукурчху (р.Гара-аузсу) - р.Тютюргу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;14.75'' N<br />43&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;26.72'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 7 технических, 7 с фото</td></tr><tr><th>Номер</th><td>351</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/351'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.07409 43.13743 0)"
"пер. Золотое дно","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Золотое дно</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2740</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>руч. Медвежий (р. Ацгара) - р. Ацгара</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;39'&nbsp;&nbsp;&nbsp;4.86'' N<br />40&deg;&nbsp;59'&nbsp;52.87'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 2 технических, 3 с фото</td></tr><tr><th>Номер</th><td>10953</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10953'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.99802 43.65135 0)"
"пер. Зригат","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зригат</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3429</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;41'&nbsp;43.44'' N<br />44&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;&nbsp;&nbsp;0.06'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>8678</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/8678'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.133348685 42.6953996236 0)"
"пер. Зругский перемет","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зругский перемет</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3130</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Зруг - р. Калекадон (приток Зруга) </td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;34'&nbsp;57.36'' N<br />43&deg;&nbsp;53'&nbsp;58.74'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14650</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14650'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.89965 42.5826 0)"
"пер. Ивченко","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ивченко</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2850</td></tr><tr><th>Характер склонов</th><td>ос-сн</td></tr><tr><th>Соединяет</th><td>лев.исток р.Инпси - лев.исток р.Мал.Ажара</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;36'&nbsp;10.98'' N<br />40&deg;&nbsp;44'&nbsp;34.84'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>15129</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15129'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.743011111111 43.60305 0)"
"пер. Измыльцы","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Измыльцы</font></h2></th></tr><tr><th>Другие названия</th><td>Измылцы</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3527</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Измыльцысу (р.Черек Балкарский) - р.Гюльчису (р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;37.62'' N<br />43&deg;&nbsp;23'&nbsp;25.75'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>15490</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15490'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.390485 43.027116666667 0)"
"пер. Иркиз","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Иркиз</font></h2></th></tr><tr><th>Другие названия</th><td>Иркис</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2880</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Ак-Айры (р.София, р.Зеленчук Бол.) - оз.Кашха-Эчкичат</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;26'&nbsp;54'' N<br />41&deg;&nbsp;13'&nbsp;57'' E</td></tr><tr><th>Описаний</th><td>79, в т.ч. 76 технических, 65 с фото</td></tr><tr><th>Номер</th><td>199</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/199'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.2325 43.448333 0)"
